dataset,sub,ses,sample,task,tracksys,acq,nuc,voi,ce,trc,stain,rec,dir,run,mod,echo,flip,inv,mt,part,proc,hemi,space,split,recording,chunk,seg,res,den,label,desc,datatype,suffix,ext,extra_entities,root,path
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Brodmann'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_atlas-Brodmann_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,smZstd,output,reho,.nii.gz,"[('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_reg-defaultNoGSR_desc-smZstd_reho.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'Yeo17'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_atlas-Yeo17_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER1,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'Schaefer2018200Parcels17NetworksOrder'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER1_atlas-Schaefer2018200Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-default_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,zstd,output,falff,.nii.gz,"[('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-zstd_falff.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'Yeo17'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_atlas-Yeo17_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,linear,output,xfm,.mat,"[('from', 'bold'), ('to', 'T1w'), ('mode', 'image')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_from-bold_to-T1w_mode-image_desc-linear_xfm.mat
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'aal'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_atlas-aal_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER1,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'DKT'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER1_atlas-DKT_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,zstd,output,lfcdw,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_space-MNI152NLin6ASym_reg-default_desc-zstd_lfcdw.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTEST,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'HarvardOxfordcortMaxprobThr25'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTEST_atlas-HarvardOxfordcortMaxprobThr25_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'CAPRSC'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_atlas-CAPRSC_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'MICCAI'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_atlas-MICCAI_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER2,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'Slab907'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER2_atlas-Slab907_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER2,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'aal'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER2_atlas-aal_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER2,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'Yeo17'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER2_atlas-Yeo17_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'Yeo17'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_atlas-Yeo17_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,zstd,output,reho,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_space-MNI152NLin6ASym_reg-default_desc-zstd_reho.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'DesikanKlein'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_atlas-DesikanKlein_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,zstd,output,alff,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_reg-default_desc-zstd_alff.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTEST,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'HarvardOxfordsubMaxprobThr25'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTEST_atlas-HarvardOxfordsubMaxprobThr25_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTEST,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'DKT'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTEST_atlas-DKT_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'tt'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_atlas-tt_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'Schaefer20181000Parcels17NetworksOrder'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_atlas-Schaefer20181000Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Schaefer20181000Parcels17NetworksOrder'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_atlas-Schaefer20181000Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER1,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,output,bold,.nii.gz,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER1_desc-mean_bold.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER2,,,,,,,,,,,,,,,,,,,,,,,,,,,summary,output,motion,.tsv,[],/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER2_desc-summary_motion.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER2,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'HarvardOxfordcortMaxprobThr25'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER2_atlas-HarvardOxfordcortMaxprobThr25_space-MNI152NLin6ASym_reg-default_desc-PearsonNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'CC400'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_atlas-CC400_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Slab907'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_atlas-Slab907_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,smZstd,output,reho,.nii.gz,"[('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_reg-default_desc-smZstd_reho.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER2,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Schaefer2018400Parcels17NetworksOrder'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER2_atlas-Schaefer2018400Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTEST,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'HarvardOxfordsubMaxprobThr25'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTEST_atlas-HarvardOxfordsubMaxprobThr25_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'Schaefer20181000Parcels17NetworksOrder'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_atlas-Schaefer20181000Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTEST,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'HarvardOxfordsubMaxprobThr25'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTEST_atlas-HarvardOxfordsubMaxprobThr25_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'HarvardOxfordcortMaxprobThr25'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_atlas-HarvardOxfordcortMaxprobThr25_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'tt'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_atlas-tt_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,zstd,output,dcb,.nii.gz,"[('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-zstd_dcb.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,smZstd,output,alff,.nii.gz,"[('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_reg-defaultNoGSR_desc-smZstd_alff.nii.gz
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'DesikanKlein'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_atlas-DesikanKlein_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTEST,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'Schaefer20181000Parcels17NetworksOrder'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTEST_atlas-Schaefer20181000Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-default_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER1,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'CAPRSC'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER1_atlas-CAPRSC_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,PEER2,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'aal'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-PEER2_atlas-aal_space-MNI152NLin6ASym_reg-default_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,ndmg,output,correlations,.csv,"[('atlas', 'tt'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_atlas-tt_space-MNI152NLin6ASym_reg-default_desc-ndmg_correlations.csv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MORALDILEMMA,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'CC400'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MORALDILEMMA_atlas-CC400_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTRAIN,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PartialNilearn,output,correlations,.tsv,"[('atlas', 'Desikan'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTRAIN_atlas-Desikan_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-PartialNilearn_correlations.tsv
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,MSIT,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,Mean,output,timeseries,.1D,"[('atlas', 'AAL'), ('reg', 'defaultNoGSR')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-MSIT_atlas-AAL_space-MNI152NLin6ASym_reg-defaultNoGSR_desc-Mean_timeseries.1D
site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,A00040524,NFB3,,DMNTRACKINGTEST,,,,,,,,,,,,,,,,,,,MNI152NLin6ASym,,,,,,,,PearsonNilearn,output,correlations,.tsv,"[('atlas', 'Schaefer2018200Parcels17NetworksOrder'), ('reg', 'default')]",/ocean/projects/med250004p/shared/regression_outputs_v1.8.7/default/site-1/sub-A00040524/output/pipeline_cpac-default-pipeline,sub-A00040524/ses-NFB3/func/sub-A00040524_ses-NFB3_task-DMNTRACKINGTEST_atlas-Schaefer2018200Parcels17NetworksOrder_space-MNI152NLin6ASym_reg-default_desc-PearsonNilearn_correlations.tsv
